% Model:              230406 -Langevin, stepped-horn and plate.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 6 2023, 23:21
% Dimension:          1
% Nodes:              1601
% Expressions:        1
% Description:        Point graph
% freq (Hz)               abs(solid2.u_tZ)
28757.425277099002        1.8427160189392905E-4
28798.840332201347        1.525118350104841E-4
28840.31503126606         1.2166141870227505E-4
28881.84946018942         9.167176537133754E-5
28923.44370499144         6.25081024482788E-5
28965.097851816172        3.4189320010823376E-5
29006.81198693156         7.72300665345417E-6
29048.586196729782        2.1521112624565957E-5
29090.42056772761         4.769161235423522E-5
29132.315186566248        7.34768370229806E-5
29174.27014001166         9.874489664668525E-5
29216.285514954954        1.2349959358409873E-4
29258.361398412133        1.4776181327705664E-4
29300.49787752476         1.7155570335208062E-4
29342.695039559705        1.9490559841011719E-4
29384.952971909526        2.178351255395112E-4
29427.27176209282         2.4036692354414385E-4
29469.651497754032        2.6252257158795297E-4
29512.09226666384         2.8432259799976607E-4
29554.5941567195          3.057865213735538E-4
29597.15725594468         3.269329042963165E-4
29639.7816524898          3.477794110210261E-4
29682.46743463243         3.683428650832904E-4
29725.214690777015        3.8863930499965246E-4
29768.02350945557         4.0868403721717816E-4
29810.89397932742         4.28491685997504E-4
29853.82618917957         4.480762401833065E-4
29896.82022792709         4.674510969286351E-4
29939.876184612905        4.866291025412177E-4
29982.99414840818         5.056225906157806E-4
30026.174208612676        5.244434176467891E-4
30069.416454654584        5.431029963082576E-4
30112.720976090885        5.616123265825296E-4
30156.087862607717        5.799820249095735E-4
30199.51720402019         5.982223515176859E-4
30243.009090272775        6.163432360860272E-4
30286.56361143965         6.343543018777733E-4
30330.18085772447         6.522648884723101E-4
30373.860919461044        6.700840732159892E-4
30417.60388711309         6.878206915005167E-4
30461.40985127461         7.054833559711548E-4
30505.278902670256        7.230804747584615E-4
30549.211132155153        7.406202688203301E-4
30593.206630715278        7.581107884756255E-4
30637.265489467816        7.755599292042448E-4
30681.387799660995        7.929754467834583E-4
30725.573652674455        8.103649718263761E-4
30769.82314001962         8.277360237836504E-4
30814.136353339458        8.450960244658237E-4
30858.513384409165        8.624523111413637E-4
30902.95432513592         8.79812149261121E-4
30947.45926755926         8.971827448588651E-4
30992.028303851468        9.145712566743975E-4
31036.66152631737         9.319848080439368E-4
31081.359027394734        9.494304986014894E-4
31126.120899654637        9.669154158329459E-4
31170.947235801286        9.844466465235293E-4
31215.83812867239         0.0010020312881391213
31260.793671239557        0.001019676460180716
31305.813956608094        0.0010373893155508388
31350.899078017388        0.0010551770519714799
31396.049128841307        0.0010730469234923848
31441.26420258793         0.0010910062521289129
31486.54439290025         0.0011090624396701773
31531.889793555947        0.0011272229796975653
31577.30049846774         0.001145495469856144
31622.776601683792        0.0011638876244219989
31668.31819738752         0.0011824072872100226
31713.925379897977        0.0012010624448692648
31759.598243670243        0.0012198612406144362
31805.336883295236        0.0012388119884445
31851.141393500096        0.0012579231879028853
31897.011869148584        0.0012772035394362255
31942.94840524081         0.0012966619604119994
31988.951096913974        0.0013163076018603832
32035.020039442075        0.0013361498660085104
32081.155328236335        0.001356198424681706
32127.35705884557         0.0013764632386507715
32173.625326956007        0.0013969545780104686
32219.960228391683        0.0014176830436817354
32266.361859114822        0.0014386595901369338
32312.830315225652        0.0014598955494555762
32359.36569296281         0.0014814026568279513
32405.968088703718        0.001503193077633318
32452.637598964404        0.0015252794362306827
32499.374320399893        0.001547674846613304
32546.178349804602        0.0015703929450912495
32593.049784112154        0.0015934479251815319
32639.988720395766        0.0016168545749034576
32686.995255868664        0.001640628316694916
32734.069487883793        0.0016647852501865345
32781.211513934584        0.0016893421980955427
32828.421431654664        0.0017143167555256449
32875.699338818275        0.0017397273429907824
32923.045333340655        0.0017655932635124694
32970.45951327787         0.0017919347641776353
33017.941976827184        0.0018187731025863906
33065.492822327506        0.0018461306186652077
33113.112148259075        0.0018740308123734552
33160.800053244246        0.0019024984278922796
33208.55663604718         0.0019315595449496494
33256.38199557429         0.0019612416780136438
33304.27623087463         0.001991573884170704
33352.239441139696        0.0020225868806032646
33400.27172570383         0.0020543131726935347
33448.37318404464         0.0020867871939054803
33496.54391578279         0.0021200454587415912
33544.78402068242         0.002154126730237435
33593.093598651525        0.002189072203645035
33641.47274974181         0.0022249257081736243
33689.92157414906         0.0022617339289076523
33738.44017221355         0.0022995466513094386
33787.028644419865        0.0023384170310473606
33835.687091397296        0.002378401892278625
33884.415613920275        0.0024195620579636305
33933.21431290807         0.0024619627163120685
33982.083289425595        0.0025056738280744275
34031.022644683064        0.0025507705801051423
34080.03248003648         0.002597333891468286
34129.11289698801         0.0026454509793455818
34178.26399718579         0.002695215993178237
34227.485882424364        0.002746730726865422
34276.778654645044        0.002800105420494763
34326.14241593572         0.0028554596650563536
34375.57726853155         0.0029129234259648324
34425.083314814736        0.0029726382040667324
34474.66065731491         0.003034758356271026
34524.309398709585        0.003099452602144367
34574.02964182394         0.0031669057479586336
34623.821489631206        0.0032373206660187377
34673.685045253165        0.003310920574962343
34723.62041195987         0.0033879516765738553
34773.627693170114        0.00346868621713953
34823.70699245182         0.0035534260574184486
34873.85841352188         0.003642506856366428
34924.082060246525        0.0037363030021845545
34974.3780366418          0.0038352334642314996
35024.746446873345        0.003939768798937302
35075.18739525679         0.0040504396395001484
35125.700986258234        0.004167847174832271
35176.287324493904        0.004292676492716876
35226.94651473101         0.004425714586646918
35277.67866188742         0.004567877654463138
35328.48387103208         0.004720263365453744
35379.362247385485        0.0048843042719039316
35430.31389631945         0.005062692374933129
35481.33892335753         0.005236544448660937
35532.437434175474        0.005448880661605285
35583.609534600924        0.005675091144705103
35634.85533061423         0.005920815510552469
35686.17492834813         0.0061901695586295165
35737.56843408825         0.006487195421662521
35789.03595427346         0.006816655432185032
35840.57759549572         0.007184386680658331
35892.193464500495        0.00759768044845763
35943.883668187205        0.008065788118871152
35995.64831360899         0.008600638109641068
36047.487507973165        0.009217885471255339
36099.40135864167         0.009938493897540743
36151.389973130834        0.010791196424310836
36203.45345911182         0.011816463317680506
36255.5919244111          0.01307317704360744
36307.80547701017         0.014650445290816319
36360.09422504609         0.016689843863790667
36412.458276811805        0.01943068110491289
36464.897740755994        0.023311855350669573
36517.41272548377         0.02923447438610973
36570.00333975645         0.039386131240182046
36622.66969249197         0.06079401396739174
36675.411892765354        0.1345531364598134
36728.2300498085          0.38670368770257757
36781.124273010595        0.08647080364251271
36834.0946719186          0.047349339632818954
36887.14135623695         0.03237375553539825
36940.264435828336        0.02447316316847272
36993.46402071348         0.019592106560442156
37046.74022107154         0.016276366006171633
37100.09314724056         0.013876109741983795
37153.52290971728         0.012057396510032656
37207.029619157554        0.010631057709792462
37260.61338637685         0.00948192528206398
37314.27432234997         0.008535873817639249
37368.01253821156         0.007743034647490728
37421.82814525653         0.007068624614991387
37475.72125493985         0.006487643082199076
37529.691978876996        0.005981658840452613
37583.74042884443         0.005536785301325802
37637.86671677935         0.005142361060916376
37692.07095478015         0.004790064899075234
37746.35325510692         0.004473307019933527
37800.71373018109         0.0041868009157335654
37855.1524925863          0.003926256277787179
37909.66965506812         0.003688154824772421
37964.26533053447         0.003469584053794494
38018.93963205613         0.0032681121746293063
38073.69267286644         0.0030816927970431338
38128.52456636187         0.0029085914282659417
38183.43542610239         0.002747328172002385
38238.42536581123         0.0025966326102538767
38293.49449937568         0.0024554079494424445
38348.64294084684         0.0023227022849171834
38403.87080444004         0.0021976853877838146
38459.178204535354        0.0020796298142873944
38514.56525567733         0.001967895426902084
38570.032072575465        0.001861916629214883
38625.57877010472         0.0017611917752214372
38681.20546330525         0.0016652743327872407
38736.91226738286         0.0015737654713524132
38792.69929770954         0.0014863078130220103
38848.56666982318         0.001402580139395573
38904.51449942805         0.001322292887792958
38960.542902395304        0.0012451843028262763
39016.651994762746        0.001171017134675985
39072.84189273525         0.0010995757955471503
39129.11271268532         0.0010306639018157664
39185.46457115272         9.641021422235067E-4
39241.897584845356        8.997264228333936E-4
39298.411870639           8.373862478673738E-4
39355.007545577726        7.769433024059506E-4
39411.684726874395        7.182702085916091E-4
39468.44353191047         6.612494317066628E-4
39525.284078236415        6.057723165385036E-4
39582.20648357226         5.517382380631981E-4
39639.21086580725         4.990538539912669E-4
39696.29734300069         4.4763245065956853E-4
39753.46603338171         3.973933791968942E-4
39810.71705534969         3.482615882821426E-4
39868.05052747477         3.001672795511126E-4
39925.4665684976          2.530457603586789E-4
39982.965297329836        2.0683770805230122E-4
40040.546833054635        1.6149053546253686E-4
40098.211294926405        1.169635992395683E-4
40155.958802371286        7.325281402307973E-5
40213.78947498767         3.062236480766678E-5
40271.703432545946        1.4752995673431223E-5
40329.70079498898         5.518833540565838E-5
40387.781682432615        9.63255843270854E-5
40445.94621516545         1.370694742006558E-4
40504.19451364931         1.773691323050814E-4
40562.52669851974         2.172386549622756E-4
40620.942890585706        2.5670447761817235E-4
40679.443210830475        2.957959931696263E-4
40738.02778041131         3.3454302441177796E-4
40796.69672065994         3.7297499361633367E-4
40855.450153083104        4.1112063217097654E-4
40914.288199362265        4.4900789195235883E-4
40973.21098135413         4.866639403907077E-4
41032.21862109115         5.241151924944322E-4
41091.31124078118         5.613873595320869E-4
41150.48896280841         5.985055049351739E-4
41209.751909733044        6.354941028274334E-4
41269.10020429176         6.723770968966551E-4
41328.53396939828         7.09177958480334E-4
41388.053328143076        7.459197433419989E-4
41447.65840379389         7.826251469434044E-4
41507.34931979622         8.193165581967583E-4
41567.126199773134        8.560161117824867E-4
41626.9891675257          8.927457391760601E-4
41686.93834703355         9.295272185580251E-4
41746.9738624546          9.663822237986911E-4
41807.095838125584        0.0010033323727197808
41867.30439856254         0.0010403992748388119
41927.59966846059         0.0010776045788047756
41987.981772694424        0.0011149700197368342
42048.45083631883         0.0011525174666782501
42109.00698456835         0.0011902689703801152
42169.65034285822         0.001228246811634627
42230.38103678406         0.0012664735503792864
42291.19919212234         0.0013049720758023119
42352.10493483093         0.0013437656576852349
42413.09839104886         0.0013828779992279322
42474.17968709678         0.0014223332916140942
42535.348949477564        0.0014621562705868323
42596.606304875895        0.0015023722753196539
42657.95188015926         0.0015430073098878052
42719.38580237758         0.0015840881076627628
42780.90819876377         0.001625642198979139
42842.51919673422         0.0016676979824483162
42904.21892388857         0.0017102848003235343
42966.00750801022         0.0017534330183573113
43027.88507706685         0.001797174110629447
43089.851759210185        0.0018415407498678428
43151.9076827765          0.0018865669038356586
43214.05297628716         0.0019322879384127353
43276.28776844835         0.0019787407280622694
43338.612188151616        0.0020259637744467927
43401.026364474405        0.002073997334036313
43463.53042667976         0.0021228835556423025
43526.1245042169          0.0021726666289161745
43588.808726721756        0.0022233929449653896
43651.58322401656         0.0022751112703725744
43714.448126110896        0.00232787293605565
43777.40356320129         0.002381732042573671
43840.44966567179         0.002436745683681617
43903.58656409447         0.0024929741901567088
43966.81438922919         0.0025504813961726366
44030.133272024126        0.002609334930790487
44093.543343616286        0.0026696065374668793
44157.044735331205        0.002731372424862603
44220.63757868389         0.0027947136526799755
44284.32200537849         0.0028597165567626304
44348.09814730881         0.0029264732182866025
44411.96613655889         0.002995081982553704
44475.92610540271         0.003065648033694981
44539.978186304754        0.003138284032523956
44604.122511920534        0.003213110825863053
44668.359215096345        0.003290258236940363
44732.688428869806        0.003369865947954032
44797.11028647038         0.0034520844876648822
44861.62492131914         0.0035370763389665945
44926.232467029324        0.0036250171838641773
44990.93305740684         0.0037160973062399898
45055.72682645002         0.003810523176311493
45120.61390835022         0.003908519244915854
45185.59443749226         0.004010329980840101
45250.66854845418         0.004116222190562198
45315.83637600818         0.0042264876672289346
45381.098055120274        0.004341446224773364
45446.45372095085         0.004461449184198099
45511.90350885523         0.004586883392712244
45577.447554383376        0.0047181758732923965
45643.08599328049         0.0048557992232078065
45708.818961487515        0.005000277906216757
45774.646595140825        0.005152195615998511
45840.5690305732          0.005312203929887954
45906.58640431349         0.0054810325247030426
45972.69885308718         0.005659501293924472
46038.90651381692         0.005848534792376768
46105.209523622274        0.006049179547324007
46171.60801982028         0.006262624922381941
46238.102139926035        0.006490228415136504
46304.69202165236         0.006733546528126871
46371.37780291043         0.00699437270040708
46438.15962181031         0.0072747842583945
46505.03761666067         0.007577200991323001
46572.01192596939         0.007904458853707382
46639.08268844408         0.008259903557414587
46706.250042991844        0.008647510610246953
46773.51412871981         0.00907204095033553
46840.87508493576         0.009539245130962727
46908.333051147696        0.010056134693857566
46975.88816706492         0.010631348020166468
47043.540572597645        0.011275651394880492
47111.290407857596        0.012002637409857624
47179.13781315854         0.01282971774124869
47247.08292901604         0.01377956598314781
47315.12589614803         0.014882267994254994
47383.26685547538         0.016178620491142683
47451.505948121536        0.017725362990738555
47519.84331541354         0.019603807987998503
47588.279098881714        0.021934756403290387
47656.813440260164        0.02490577473359518
47725.44648148744         0.028824696874417376
47794.1783647062          0.03423435878955215
47863.0092322638          0.04218951349071045
47931.939226712915        0.05504529699849451
48000.968490811196        0.0793453082262013
48070.097167521904        0.14241970457300826
48139.32540001449         0.6129774003446825
48208.65333166426         0.22176693154747956
48278.08110605305         0.09809668557610443
48347.608866969735        0.06259567307254091
48417.23675840999         0.0458228354627243
48486.96492457686         0.036054603263438186
48556.79350988136         0.02965938075509351
48626.72265894209         0.02514533199764739
48696.75251658631         0.02178711227853048
48766.88322784956         0.019189716777169706
48837.11493797625         0.01711967295644473
48907.44779242026         0.015430137336368055
48977.881936844664        0.014024130268798764
49048.41751712229         0.01283502788522133
49119.05467933636         0.011815547221650435
49189.79356978007         0.010931202715502972
49260.63433495771         0.010156250762831692
49331.57712158425         0.009471084449407276
49402.62207658594         0.008860507519823164
49473.769347100955        0.008312559848987749
49545.019080479055        0.007817699231810072
49616.3714242822          0.007368219451499289
49687.82652628518         0.0069578286804421385
49759.38453447528         0.006581338940325401
49831.04559705293         0.006234433925759234
49902.809862432274        0.005913493052083226
49974.677479240905        0.00561545645890199
50046.64859632047         0.0053377202624926975
50118.72336272725         0.005078054433887707
50190.9019277319          0.004834537798692672
50263.184440820056        0.004605506133416041
50335.571051692925        0.004389510379405691
50408.06191026691         0.004185282745454559
50480.65716667471         0.003991709014164118
50553.35697126495         0.0038078057662452812
50626.16147460276         0.003632701532714819
50699.070827470445        0.0034656211063385195
50772.085180867114        0.0033058724108767272
50845.20468600936         0.003152835454049399
50918.42949433187         0.003005952987951482
50991.759757486965        0.002864722576323465
51065.19562734582         0.0027286898270475215
51138.73725599802         0.002597442594518991
51212.38479575215         0.002470605993065523
51286.13839913648         0.002347838091615826
51359.998218898625        0.0022288261830123437
51433.96440800618         0.0021132835399894595
51508.037119647335        0.00200094658489745
51582.21650723061         0.0018915724124737188
51656.502724385435        0.0017849366149342563
51730.8959249628          0.0016808313668479067
51805.39626303498         0.0015790637340104602
51880.00389289609         0.001479454176145061
51954.71896906282         0.0013818352179676278
52029.541646274025        0.0012860502671640996
52104.47207949143         0.0011919525613188582
52179.510423900254        0.001099404229029864
52254.65683490876         0.0010082754536023916
52329.91146814947         9.184437312637455E-4
52405.2744794787          8.297932206262836E-4
52480.74602497723         7.422141878815658E-4
52556.326260950955        6.556025671231226E-4
52632.01534393053         5.698596880380887E-4
52707.81343067205         4.8489230502724094E-4
52783.7206781577          4.006132941868156E-4
52859.73724359527         3.169441599895177E-4
52935.86328441943         2.3382372363383382E-4
53012.09895829124         1.5124635728136157E-4
53088.444423098794        6.957262511181647E-5
53164.89983695792         2.0071470187269705E-5
53241.46535821183         9.720684750580161E-5
53318.14114543177         1.786481808559788E-4
53394.92735741767         2.6035572125195674E-4
53471.824153197835        3.421848660145814E-4
53548.8316920296          4.2415730956114623E-4
53625.95013339997         5.063262093123441E-4
53703.17963702533         5.887540521781585E-4
53780.520362852054        6.715069008523028E-4
53857.972471057205        7.546525342534132E-4
53935.53612204821         8.382598037535673E-4
54013.211476463475        9.223984437699924E-4
54090.99869517311         0.0010071390761858898
54168.897939278446        0.0010925533069674797
54246.90937011326         0.0011787138714061038
54325.03314924336         0.0012656948080572979
54403.26943846722         0.0013535716519706693
54481.618399816674        0.0014424216428362093
54560.080195556555        0.0015323239462498644
54638.6549881854          0.0016233598877154485
54717.34294043609         0.001715613199826169
54796.14421527542         0.0018091702836017087
54875.05897590533         0.0019041204853404183
54954.08738576248         0.002000556390641308
55033.22960851888         0.0020985741375258962
55112.48580808259         0.0021982737508455114
55191.856148597384        0.0022997595004282303
55271.34079444345         0.002403140285711793
55350.939910238034        0.0025085300499239536
55430.6536608351          0.00261604822722755
55510.48221132605         0.002725820226655039
55590.42572704037         0.002837977957110665
55670.48437354532         0.0029526603982416794
55750.65831664657         0.0030700142225824805
55830.947722388955        0.0031901944750589014
55911.35275705608         0.003313365316729973
55991.87358717101         0.0034397008405605057
56072.510379497005        0.0035693859680668632
56153.263301037           0.003702617436897106
56234.13251903491         0.0038396048908291673
56315.118200975165        0.003980572085306905
56396.220514583394        0.004125758223565437
56477.43962782713         0.004275419440636332
56558.77570891545         0.0044298304551562305
56640.228926299664        0.00458928641200446
56721.79944867406         0.004754104942439502
56803.48744497538         0.004924628472721728
56885.29308438413         0.005101226817339807
56967.21653632412         0.005284300099043459
57049.25797046315         0.005474282045180481
57131.41755671372         0.005671643718558862
57213.695465232675        0.005876897751557548
57296.09186642192         0.006090603164904314
57378.606930929105        0.006313370867917891
57461.24082964729         0.006545869955749396
57543.993733715666        0.006788834942088588
57626.865814520206        0.007043074093962766
57709.85724369338         0.0073094790700441
57792.96819311484         0.007589036107069334
57876.19883491209         0.007882839052850378
57959.5493414602          0.008192104611967137
58043.019885382484        0.00851819025559555
58126.610639551196        0.008862615355324156
58210.3217770871          0.009227086239413542
58294.15347136074         0.00961352604841459
58378.10589599199         0.010024110498457056
58462.17922485076         0.010461310963024429
58546.37363205773         0.010927946682639722
58630.68929198396         0.011427248441861559
58715.12637925163         0.011962936764250786
58799.6850687348          0.012539318640069259
58884.36553555884         0.013161408122460033
58969.16795510185         0.013835077958825838
59054.09250299413         0.014567251993482114
59139.1393551189          0.015366151732032141
59224.308687613055        0.01624161573117135
59309.600676866794        0.017205518208033437
59395.01549952432         0.01827232479227483
59480.55333248463         0.01945984086545488
59566.214352901094        0.020790235118495738
59651.998738182214        0.02229146411901283
59737.90666599235         0.023999293973406836
59823.93831425137         0.025960232966428423
59910.09386113537         0.02823589292682732
59996.373485077405        0.030909663038161624
60082.777364767135        0.034097264966514225
60169.30567915158         0.03796410494793399
60255.95860743581         0.04275514189358628
60342.7363290825          0.048849239705028975
60429.63902381328         0.056865114827851324
60516.66687160822         0.06788672303982808
60603.8200527066          0.0840013621622819
60691.09874760763         0.10980803538254666
60778.50313707011         0.1578057104412316
60866.03340211315         0.2778617124264012
60953.689724016935        1.0393299273178065
61041.47228432222         0.5185131593663426
61129.38126483169         0.21815179578052013
61217.41684760951         0.13798492949172164
61305.57921498202         0.10101644330259717
61393.86854953852         0.07975041109059225
61482.285034130895        0.06593215260032163
61570.828851874365        0.056228336565561164
61659.50018614822         0.04903596557103754
61748.2992205955          0.0434887688253756
61837.22613912369         0.039077632799564305
61926.28112590553         0.035483751045127125
62015.464365378604        0.03249730701034839
62104.776042246114        0.029974565961156743
62194.216341477644        0.027813756503205684
62283.785448308794        0.0259407958959511
62373.483548241915        0.024300470668626777
62463.310827046895        0.022850785995497832
62553.267470760664        0.021559230655271138
62643.353665688555        0.020400240490587446
62733.569598403854        0.019353434481093112
62823.91545574852         0.018402362139517608
62914.391424834           0.017533597271919634
63004.9976930408          0.01673607128156143
63095.7344480193          0.016000575255738034
63186.6018776905          0.015319382995059012
63277.60017024552         0.014685962037855403
63368.72951414703         0.014094749605026784
63459.99009812872         0.013540977055398076
63551.382111196086        0.013020531016143717
63642.905742627205        0.012529842541059889
63734.56118197236         0.012065797902894018
63826.34861905483         0.011625666239510888
63918.268243971615        0.011207040443111061
64010.320247093136        0.010807788538777601
64102.50481906396         0.01042601343333861
64194.82215080359         0.010060019390226188
64287.27243350613         0.00970828394424527
64379.85585864097         0.0093694342428368
64472.5726179537          0.009042227009670127
64565.422903465624        0.008725531488170181
64658.40690747459         0.008418314848536612
64751.524822555795        0.008119629640571276
64844.77684156122         0.007828602952525089
64938.16315762113         0.007544426997976769
65031.68396414353         0.007266350902106477
65125.33945481495         0.006993673498278248
65219.129823601266        0.0067257369777561134
65313.055264747294        0.006461921261212836
65407.11597277759         0.006201638981686053
65501.31214249725         0.00594433098579919
65595.64396899138         0.005689462274118872
65690.11164762662         0.005436518313065865
65784.71537405049         0.0051850016603578125
65879.45534419233         0.0049344288538559255
65974.33175426403         0.004684327520314882
66069.34480075965         0.00443423366613081
66164.49468045622         0.004183689117037456
66259.78159041461         0.003932239078142605
66355.20572797903         0.003679429790121272
66450.76729077792         0.0034248062624355436
66546.46647672473         0.0031679100713620403
66642.30348401755         0.0029082772217234767
66738.27851113988         0.002645436091714841
66834.39175686149         0.002378905522169519
66930.64342023799         0.0021081932055475204
67027.03370061168         0.001832794760873588
67123.5627976123          0.0015521945150772877
67220.23091115663         0.0012658710184751472
67317.03824144982         9.733180435070708E-4
67413.98498898499         6.741316238703136E-4
67511.07135454398         3.6855918098997715E-4
67608.29753919819         7.394736516402723E-5
67705.6637443082          2.8181210829627184E-4
67803.17017152456         6.132643382268868E-4
67900.81702278867         9.573533731970787E-4
67998.60450033216         0.001313278429382515
68096.53280667852         0.0016816469436652707
68194.60214464241         0.0020633293651048583
68292.81271733064         0.0024593201244687297
68391.16472814293         0.0028707106087730184
68489.65838077146         0.00329868637446793
68588.29387920182         0.0037445321191916085
68687.07142771377         0.004209640181469429
68785.99123088081         0.004695521310660314
68885.0534935711          0.005203817362028295
68984.25842094826         0.005736315914656639
69083.60621847092         0.00629496697115721
69183.09709189362         0.006881901997710051
69282.73124726767         0.0074994556437722555
69382.50889094065         0.008150190560876566
69482.43022955734         0.008836925828634235
69582.49547006056         0.009562769599701476
69682.70481969057         0.010331156699924035
69783.05848598664         0.01114589207146617
69883.55667678652         0.01201120113291011
69984.19960022731         0.012931788360804632
70084.98746474623         0.013912905683943502
70185.92047908028         0.014960432640809089
70286.99885226708         0.016080970702972226
70388.2227936457          0.017281954740348746
70489.59251285616         0.018571785335015186
70591.10821984093         0.019959986588421887
70692.77012484439         0.021457395279368803
70794.57843841374         0.02307638880933462
70896.5333713998          0.02483116144445388
70998.63513495665         0.026738061106893408
71100.88394054242         0.028816002632254062
71203.27999992025         0.03108697834920515
71305.8235251578          0.033576693565451156
71408.5147286281          0.03631536380850824
71511.35382301052         0.03933872357722993
71614.34102129027         0.042689314572781835
71717.47653675928         0.04641814743100016
71820.7605830171          0.050586868804627025
71924.19337397043         0.05527062146093516
72027.77512383407         0.06056186889429451
72131.50604713174         0.06657558433638673
72235.38635869553         0.07345640491015304
72339.41627366748         0.08138867349060491
72443.59600749906         0.09061082027812929
72547.92577595201         0.1014364333994626
72652.40579509924         0.11428594063027009
72757.0362813244          0.12973568884469164
72861.81745132274         0.14859666065934998
72966.74952210208         0.17204599648780391
73071.83271098211         0.2018577693763073
73177.06723559614         0.24083281587167157
73282.45331389045         0.2936612438475208
73387.99116412514         0.3688273480716512
73493.68100487516         0.4833945387183224
73599.52305502974         0.677445406093403
73705.51753379339         1.072253919391847
73811.66466068671         2.277976342953281
73917.96465554602         11.829941263144159
74024.41773852424         2.297740536904858
74131.02413009177         1.2585064631079301
74237.7840510361          0.8982946480570945
74344.69772246266         0.7193473087010666
74451.7653657958          0.6151162984083864
74558.98720277824         0.5493325470836795
74666.36345547208         0.5064108131546695
74773.8943462597          0.47869330993365145
74881.58009784308         0.4621521444931129
74989.42093324558         0.4546881014781399
75097.41707581127         0.45540691777372033
75205.56874920588         0.464345163412509
75313.87617741771         0.4824766854651543
75422.33958475715         0.5120021184746617
75530.95919585766         0.5570972990814338
75639.73523567668         0.6256627662380538
75748.66792949496         0.7337312469966737
75857.75750291836         0.9185172918305233
75967.00418187714         1.2889711226324596
76076.40819262696         2.350713703191699
76185.96976174976         12.38233627382901
76295.68911615336         2.4015366124688424
76405.56648307234         1.1265563555625038
76515.602090069           0.7126727550185826
76625.79616503292         0.5097690981436768
76736.14893618185         0.39007682949199673
76846.66063206269         0.31155376571994975
76957.33148155098         0.25634559215639807
77068.16171385194         0.21558816317259813
77179.15155850127         0.1843863059042864
77290.30124536486         0.1598187199674828
77401.61100463955         0.14003588454707777
77513.08106685421         0.12381096523003206
77624.71166286911         0.110298889786273
77736.50302387758         0.09889912816257054
77848.45538140544         0.08917360674304593
77960.56896731192         0.08079554882776072
78072.8440137907          0.07351646078211573
78185.28075336931         0.06714418105868393
78297.8794189102          0.06152790069285215
78410.64024361165         0.056547705499156234
78523.5634610071          0.05210712637808536
78636.64930496701         0.048127736316081964
78749.89800969815         0.044545168185284686
78863.30980974456         0.04130613680803511
78976.88493998855         0.03836618253109963
79090.62363565026         0.035687940893185104
79204.5261322885          0.03323980110860582
79318.59266580189         0.030994855484043644
79432.82347242821         0.028930069013993504
79547.21878874554         0.02702561736270198
79661.7788516731          0.02526435487785038
79776.50389847084         0.023631383924856576
79891.3941667404          0.022113703833576585
80006.4498944261          0.020699922890478884
80121.67131981443         0.019380020622547376
80237.05868153504         0.018145150474333262
80352.61221856177         0.01698747513677861
80468.33217021194         0.015900028429822844
80584.21877614818         0.014876598902707556
80700.27227637779         0.01391163129221534
80816.49291125368         0.01300014273953383
80932.88092147544         0.012137651262914563
81049.43654808882         0.011320114453973821
81166.16003248664         0.010543876739120705
81283.05161640995         0.009805623845980998
81400.11154194722         0.009102343354216683
81517.34005153623         0.008431290403431574
81634.73738796344         0.007789957787821187
81752.30379436494         0.007176049795233604
81870.03951422746         0.006587459253611763
81987.94479138794         0.006022247335127943
82106.0198700344          0.005478625741914971
82224.26499470712         0.004954940961220396
82342.68041029798         0.004449660336620012
82461.26636205157         0.003961359762628195
82580.02309556617         0.0034887128861210972
82698.95085679326         0.0030304818204407355
82818.04989203853         0.0025855096294400207
82937.32044796288         0.0021527154689416276
83056.76277158194         0.0017310951598677026
83176.37711026709         0.0013197368568180965
83296.16371174644         9.178945248810104E-4
83416.12282410423         5.254119765014724E-4
83536.25469578261         1.498071687566132E-4
83656.55957558108         2.546032831829451E-4
83777.03771265736         6.237710990549598E-4
83897.68935652859         9.91813793448698E-4
84018.5147570707          0.0013562774737933066
84139.51416451948         0.0017174420236543764
84260.68782947162         0.002075903866236572
84382.036002884           0.002432335786852994
84503.55893607564         0.0027874382116101146
84625.25688072697         0.003141927348269751
84747.13008888085         0.0034965336072318694
84869.17881294368         0.0038520037161884706
84991.40330568478         0.0042091045111957515
85113.80382023759         0.004568627714193205
85236.38061010055         0.0049313954673156826
85359.13392913666         0.005298266581122903
85482.06403157455         0.005670143544052375
85605.17117200949         0.006047980394620264
85728.45560540287         0.006432791599699401
85851.91758708328         0.006825662122080841
85975.55737274753         0.007227758904077234
86099.37521846016         0.007640344045132302
86223.37138065448         0.008064790013855553
86347.54611613363         0.008502597312541795
86471.89968206987         0.008955415109975698
86596.43233600653         0.009425065482486733
86721.14433585736         0.00991357206209533
86846.03593990747         0.010423194095559182
86971.10740681452         0.010956467184429861
87096.35899560814         0.011516252325076415
87221.79096569099         0.01210579532845835
87347.40357683986         0.012728799313546858
87473.1970892049          0.013389513794600984
87599.1717633117          0.014092845005690935
87725.32786006045         0.014844493649181001
87851.66564072711         0.015651128400760057
87978.18536696443         0.016520606524942572
88104.88730080146         0.017462257267612972
88231.77170464462         0.01848724993986639
88358.83884127875         0.01960907780520029
88486.0889738666          0.02084420266360445
88613.52236594995         0.022212926077948184
88741.1392814506          0.023740586036734235
88868.93998466997         0.025459230325224427
88996.92474029005         0.027410003943014502
89125.0938133746          0.02964663327301904
89253.44746936852         0.032240643532473426
