freq	 01Vpk	 02Vpk	 05Vpk	 10Vpk	 20Vpk	 50Vpk
Hz	 m/s	 m/s	 m/s	 m/s	 m/s	 m/s
1.154944e+04	 1.558909e-05	 3.281269e-05	 7.906336e-05	 1.523992e-04	 3.249270e-04	 8.147987e-04
1.156245e+04	 1.682127e-05	 2.924177e-05	 7.762536e-05	 1.578557e-04	 3.233836e-04	 8.212904e-04
1.157547e+04	 1.530657e-05	 3.173959e-05	 8.064812e-05	 1.650596e-04	 3.223205e-04	 8.441052e-04
1.158850e+04	 1.568840e-05	 3.182614e-05	 8.115481e-05	 1.684834e-04	 3.196341e-04	 8.198756e-04
1.160155e+04	 1.723837e-05	 3.072642e-05	 8.203870e-05	 1.678921e-04	 3.233119e-04	 8.615571e-04
1.161462e+04	 1.662242e-05	 3.817178e-05	 8.259582e-05	 1.699441e-04	 3.230401e-04	 8.789356e-04
1.162770e+04	 1.723390e-05	 3.291976e-05	 8.514183e-05	 1.706128e-04	 3.276582e-04	 8.632385e-04
1.164079e+04	 1.610304e-05	 3.633309e-05	 8.600784e-05	 1.728416e-04	 3.341457e-04	 8.485109e-04
1.165390e+04	 1.812968e-05	 3.568299e-05	 8.601331e-05	 1.743535e-04	 3.390078e-04	 8.859308e-04
1.166702e+04	 1.717657e-05	 3.596113e-05	 8.848843e-05	 1.765040e-04	 3.524267e-04	 9.083459e-04
1.168016e+04	 1.693838e-05	 3.600741e-05	 9.188518e-05	 1.793938e-04	 3.587882e-04	 9.027997e-04
1.169331e+04	 1.758928e-05	 3.423988e-05	 9.285334e-05	 1.778013e-04	 3.679459e-04	 9.035845e-04
1.170648e+04	 1.799485e-05	 3.720282e-05	 9.574355e-05	 1.814910e-04	 3.729255e-04	 5.898479e-04
1.171966e+04	 1.852226e-05	 3.640292e-05	 9.485190e-05	 1.850129e-04	 3.810824e-04	 9.455870e-04
1.173286e+04	 1.962364e-05	 3.715719e-05	 9.580831e-05	 1.940394e-04	 3.880879e-04	 9.564483e-04
1.174607e+04	 1.884870e-05	 3.604924e-05	 9.768151e-05	 1.940752e-04	 3.908868e-04	 9.440052e-04
1.175929e+04	 1.925179e-05	 3.684610e-05	 9.487035e-05	 1.871950e-04	 4.010099e-04	 9.314169e-04
1.177254e+04	 1.923723e-05	 3.685898e-05	 9.413901e-05	 1.915044e-04	 3.900452e-04	 9.700034e-04
1.178579e+04	 1.910725e-05	 3.660394e-05	 9.393967e-05	 1.909238e-04	 3.868661e-04	 9.887854e-04
1.179906e+04	 1.963853e-05	 3.812879e-05	 9.825394e-05	 1.925800e-04	 3.821956e-04	 1.000250e-03
1.181235e+04	 1.966340e-05	 3.823207e-05	 9.628856e-05	 1.962919e-04	 3.747603e-04	 9.936086e-04
1.182565e+04	 1.855033e-05	 4.020069e-05	 9.432173e-05	 1.967076e-04	 3.848089e-04	 1.011519e-03
1.183897e+04	 1.912549e-05	 4.005975e-05	 9.638102e-05	 2.003751e-04	 3.818030e-04	 7.114462e-04
1.185230e+04	 2.234788e-05	 4.129423e-05	 1.001018e-04	 2.032005e-04	 3.835454e-04	 1.029775e-03
1.186564e+04	 2.035855e-05	 3.777063e-05	 1.015934e-04	 2.050850e-04	 3.873337e-04	 1.060410e-03
1.187900e+04	 2.020003e-05	 3.880643e-05	 1.040721e-04	 2.061586e-04	 3.956258e-04	 1.028624e-03
1.189238e+04	 2.105420e-05	 4.073657e-05	 1.051112e-04	 2.148097e-04	 4.061690e-04	 1.012504e-03
1.190577e+04	 1.995615e-05	 4.373865e-05	 1.048999e-04	 2.042334e-04	 4.186530e-04	 1.058392e-03
1.191918e+04	 1.940641e-05	 4.211556e-05	 1.095406e-04	 2.101826e-04	 4.236664e-04	 1.068982e-03
1.193260e+04	 2.125469e-05	 3.987120e-05	 1.067399e-04	 2.109512e-04	 4.325792e-04	 1.058484e-03
1.194604e+04	 2.262751e-05	 4.218701e-05	 1.078520e-04	 2.156242e-04	 4.455079e-04	 1.067204e-03
1.195949e+04	 2.001914e-05	 4.107370e-05	 1.082152e-04	 2.079560e-04	 4.451998e-04	 1.063694e-03
1.197296e+04	 2.225735e-05	 4.051220e-05	 1.058794e-04	 2.141833e-04	 4.466532e-04	 1.086897e-03
1.198644e+04	 2.211475e-05	 4.068989e-05	 1.062997e-04	 2.181688e-04	 4.320161e-04	 1.109906e-03
1.199993e+04	 2.214265e-05	 4.208137e-05	 1.072331e-04	 2.190486e-04	 4.126946e-04	 1.088925e-03
1.201345e+04	 2.220699e-05	 4.454696e-05	 1.072184e-04	 2.214713e-04	 4.169853e-04	 1.099395e-03
1.202697e+04	 2.267279e-05	 4.482679e-05	 1.093939e-04	 2.215486e-04	 4.188696e-04	 1.073327e-03
1.204052e+04	 2.309304e-05	 4.207339e-05	 1.137131e-04	 2.205811e-04	 4.228558e-04	 1.131344e-03
1.205408e+04	 2.139381e-05	 4.654656e-05	 1.136358e-04	 2.253879e-04	 4.290228e-04	 1.146479e-03
1.206765e+04	 2.264052e-05	 4.499860e-05	 1.167783e-04	 2.237890e-04	 4.334885e-04	 1.144886e-03
1.208124e+04	 2.141143e-05	 4.595379e-05	 1.163249e-04	 2.271355e-04	 4.452905e-04	 1.087780e-03
1.209484e+04	 2.211274e-05	 4.484326e-05	 1.147405e-04	 2.280247e-04	 4.547051e-04	 1.158048e-03
1.210846e+04	 2.313356e-05	 4.516902e-05	 1.178909e-04	 2.256793e-04	 4.616768e-04	 1.183331e-03
1.212210e+04	 2.363577e-05	 4.438610e-05	 1.137118e-04	 2.259836e-04	 4.739564e-04	 1.167686e-03
1.213575e+04	 2.165009e-05	 4.608175e-05	 1.120601e-04	 2.283709e-04	 4.788772e-04	 1.143836e-03
1.214941e+04	 2.462141e-05	 4.530843e-05	 1.135930e-04	 2.359547e-04	 4.817244e-04	 1.129509e-03
1.216309e+04	 2.333798e-05	 4.672843e-05	 1.146584e-04	 2.369352e-04	 4.817949e-04	 1.185076e-03
1.217679e+04	 2.285732e-05	 4.714827e-05	 1.162471e-04	 2.393515e-04	 4.688228e-04	 1.206886e-03
1.219050e+04	 2.429247e-05	 4.653601e-05	 1.151799e-04	 2.400388e-04	 4.665568e-04	 1.173133e-03
1.220423e+04	 2.299718e-05	 4.609542e-05	 1.186797e-04	 2.354826e-04	 4.644892e-04	 1.179041e-03
1.221797e+04	 2.467593e-05	 4.762738e-05	 1.192573e-04	 2.364610e-04	 4.549288e-04	 1.168541e-03
1.223173e+04	 2.301103e-05	 4.743406e-05	 1.244418e-04	 2.409126e-04	 4.616594e-04	 1.206731e-03
1.224550e+04	 2.349359e-05	 5.003843e-05	 1.198874e-04	 2.382877e-04	 4.582097e-04	 1.201234e-03
1.225929e+04	 2.433394e-05	 4.934588e-05	 1.222520e-04	 2.399971e-04	 4.592447e-04	 1.211795e-03
1.227309e+04	 2.195756e-05	 5.373417e-05	 1.216634e-04	 2.402237e-04	 4.709400e-04	 1.170007e-03
1.228691e+04	 2.431297e-05	 5.469779e-05	 1.242702e-04	 2.452725e-04	 4.747567e-04	 1.224247e-03
1.230075e+04	 2.267620e-05	 5.060291e-05	 1.233019e-04	 2.441522e-04	 4.862905e-04	 1.237431e-03
1.231460e+04	 2.307460e-05	 4.895121e-05	 1.210001e-04	 2.442253e-04	 4.943757e-04	 1.254429e-03
1.232847e+04	 2.461973e-05	 4.965421e-05	 1.223266e-04	 2.533181e-04	 5.040408e-04	 1.244082e-03
1.234235e+04	 2.278083e-05	 5.097283e-05	 1.186751e-04	 2.481275e-04	 5.136326e-04	 1.186574e-03
1.235625e+04	 2.574367e-05	 5.159117e-05	 1.225086e-04	 2.509370e-04	 5.202729e-04	 1.248757e-03
1.237016e+04	 2.451640e-05	 5.056040e-05	 1.232357e-04	 2.553812e-04	 5.254280e-04	 1.270646e-03
