freq	SPL
Hz	dB
75718.47507	1.100E+02
75733.13783	1.101E+02
75747.80059	1.102E+02
75762.46334	1.103E+02
75777.1261	1.103E+02
75791.78886	1.104E+02
75806.45161	1.106E+02
75821.11437	1.108E+02
75835.77713	1.110E+02
75850.43988	1.110E+02
75865.10264	1.111E+02
75879.7654	1.113E+02
75894.42815	1.114E+02
75909.09091	1.116E+02
75923.75367	1.118E+02
75938.41642	1.118E+02
75953.07918	1.119E+02
75967.74194	1.120E+02
75982.40469	1.120E+02
75997.06745	1.121E+02
76011.73021	1.121E+02
76026.39296	1.121E+02
76041.05572	1.121E+02
76055.71848	1.121E+02
76070.38123	1.121E+02
76085.04399	1.120E+02
76099.70674	1.120E+02
76114.3695	1.119E+02
76129.03226	1.118E+02
76143.69501	1.116E+02
76158.35777	1.115E+02
76173.02053	1.113E+02
76187.68328	1.112E+02
76202.34604	1.110E+02
76217.0088	1.108E+02
76231.67155	1.106E+02
76246.33431	1.103E+02
76260.99707	1.101E+02
76275.65982	1.099E+02
76290.32258	1.097E+02
76304.98534	1.095E+02
76319.64809	1.092E+02
76334.31085	1.090E+02
76348.97361	1.087E+02
76363.63636	1.085E+02
76378.29912	1.082E+02
76392.96188	1.079E+02
76407.62463	1.077E+02
76422.28739	1.075E+02
76436.95015	1.073E+02
76451.6129	1.070E+02
76466.27566	1.067E+02
76480.93842	1.063E+02
76495.60117	1.060E+02
76510.26393	1.058E+02
76524.92669	1.056E+02
76539.58944	1.053E+02
76554.2522	1.050E+02
76568.91496	1.048E+02
76583.57771	1.045E+02
76598.24047	1.043E+02
76612.90323	1.042E+02
76627.56598	1.040E+02
76642.22874	1.038E+02
76656.8915	1.035E+02
76671.55425	1.033E+02
76686.21701	1.031E+02
76700.87977	1.029E+02
76715.54252	1.027E+02
76730.20528	1.025E+02
76744.86804	1.022E+02
76759.53079	1.019E+02
76774.19355	1.017E+02
76788.8563	1.014E+02
76803.51906	1.012E+02
76818.18182	1.010E+02
76832.84457	1.008E+02
76847.50733	1.006E+02
76862.17009	1.005E+02
76876.83284	1.003E+02
76891.4956	1.001E+02
76906.15836	9.986E+01
76920.82111	9.962E+01
76935.48387	9.948E+01
76950.14663	9.941E+01
76964.80938	9.932E+01
76979.47214	9.917E+01
76994.1349	9.894E+01
77008.79765	9.871E+01
77023.46041	9.851E+01
77038.12317	9.836E+01
77052.78592	9.821E+01
77067.44868	9.802E+01
77082.11144	9.779E+01
77096.77419	9.755E+01
77111.43695	9.736E+01
77126.09971	9.723E+01
77140.76246	9.714E+01
77155.42522	9.701E+01
77170.08798	9.684E+01
77184.75073	9.668E+01
77199.41349	9.655E+01
77214.07625	9.648E+01
77228.739	9.642E+01
77243.40176	9.634E+01
77258.06452	9.616E+01
77272.72727	9.591E+01
77287.39003	9.567E+01
77302.05279	9.547E+01
77316.71554	9.533E+01
77331.3783	9.515E+01
77346.04106	9.493E+01
77360.70381	9.473E+01
77375.36657	9.461E+01
77390.02933	9.457E+01
77404.69208	9.456E+01
77419.35484	9.454E+01
77434.0176	9.447E+01
77448.68035	9.438E+01
77463.34311	9.436E+01
77478.00587	9.440E+01
77492.66862	9.445E+01
77507.33138	9.444E+01
77521.99413	9.433E+01
77536.65689	9.415E+01
77551.31965	9.400E+01
77565.9824	9.396E+01
77580.64516	9.388E+01
77595.30792	9.371E+01
77609.97067	9.354E+01
77624.63343	9.338E+01
77639.29619	9.322E+01
77653.95894	9.315E+01
77668.6217	9.320E+01
77683.28446	9.318E+01
77697.94721	9.305E+01
77712.60997	9.288E+01
77727.27273	9.277E+01
77741.93548	9.275E+01
77756.59824	9.272E+01
77771.261	9.260E+01
77785.92375	9.236E+01
77800.58651	9.210E+01
77815.24927	9.193E+01
77829.91202	9.183E+01
77844.57478	9.174E+01
77859.23754	9.160E+01
77873.90029	9.136E+01
77888.56305	9.102E+01
77903.22581	9.074E+01
77917.88856	9.063E+01
77932.55132	9.054E+01
77947.21408	9.039E+01
77961.87683	9.017E+01
77976.53959	8.995E+01
77991.20235	8.980E+01
78005.8651	8.971E+01
78020.52786	8.962E+01
78035.19062	8.939E+01
78049.85337	8.908E+01
78064.51613	8.883E+01
78079.17889	8.869E+01
78093.84164	8.864E+01
78108.5044	8.853E+01
78123.16716	8.828E+01
78137.82991	8.792E+01
78152.49267	8.769E+01
78167.15543	8.775E+01
78181.81818	8.793E+01
78196.48094	8.809E+01
78211.1437	8.813E+01
78225.80645	8.813E+01
78240.46921	8.824E+01
78255.13196	8.858E+01
78269.79472	8.910E+01
78284.45748	8.945E+01
78299.12023	8.965E+01
78313.78299	8.987E+01
78328.44575	9.018E+01
78343.1085	9.055E+01
78357.77126	9.091E+01
78372.43402	9.120E+01
78387.09677	9.141E+01
78401.75953	9.164E+01
78416.42229	9.196E+01
78431.08504	9.229E+01
78445.7478	9.255E+01
78460.41056	9.276E+01
78475.07331	9.290E+01
78489.73607	9.298E+01
78504.39883	9.309E+01
78519.06158	9.327E+01
78533.72434	9.343E+01
78548.3871	9.356E+01
78563.04985	9.366E+01
78577.71261	9.377E+01
78592.37537	9.393E+01
78607.03812	9.409E+01
78621.70088	9.424E+01
78636.36364	9.433E+01
78651.02639	9.437E+01
78665.68915	9.441E+01
78680.35191	9.449E+01
78695.01466	9.460E+01
78709.67742	9.472E+01
78724.34018	9.479E+01
78739.00293	9.480E+01
78753.66569	9.477E+01
78768.32845	9.475E+01
78782.9912	9.477E+01
78797.65396	9.481E+01
78812.31672	9.483E+01
78826.97947	9.482E+01
78841.64223	9.479E+01
78856.30499	9.476E+01
78870.96774	9.476E+01
78885.6305	9.480E+01
78900.29326	9.485E+01
78914.95601	9.487E+01
78929.61877	9.487E+01
78944.28152	9.489E+01
78958.94428	9.491E+01
78973.60704	9.492E+01
78988.26979	9.487E+01
79002.93255	9.478E+01
79017.59531	9.468E+01
79032.25806	9.461E+01
79046.92082	9.459E+01
79061.58358	9.457E+01
79076.24633	9.452E+01
79090.90909	9.442E+01
79105.57185	9.427E+01
79120.2346	9.412E+01
79134.89736	9.400E+01
79149.56012	9.389E+01
79164.22287	9.375E+01
79178.88563	9.356E+01
79193.54839	9.333E+01
79208.21114	9.311E+01
79222.8739	9.292E+01
79237.53666	9.278E+01
79252.19941	9.266E+01
79266.86217	9.252E+01
79281.52493	9.238E+01
79296.18768	9.223E+01
79310.85044	9.205E+01
79325.5132	9.185E+01
79340.17595	9.163E+01
79354.83871	9.140E+01
79369.50147	9.116E+01
79384.16422	9.093E+01
79398.82698	9.074E+01
79413.48974	9.063E+01
79428.15249	9.056E+01
79442.81525	9.047E+01
79457.47801	9.040E+01
79472.14076	9.040E+01
79486.80352	9.047E+01
79501.46628	9.059E+01
79516.12903	9.072E+01
79530.79179	9.085E+01
79545.45455	9.097E+01
79560.1173	9.101E+01
79574.78006	9.100E+01
79589.44282	9.095E+01
79604.10557	9.087E+01
79618.76833	9.075E+01
79633.43109	9.061E+01
79648.09384	9.047E+01
79662.7566	9.033E+01
79677.41935	9.020E+01
79692.08211	9.010E+01
79706.74487	9.005E+01
79721.40762	9.003E+01
79736.07038	9.000E+01
79750.73314	8.997E+01
79765.39589	8.995E+01
79780.05865	8.995E+01
79794.72141	8.995E+01
79809.38416	8.988E+01
79824.04692	8.970E+01
79838.70968	8.942E+01
79853.37243	8.914E+01
79868.03519	8.894E+01
79882.69795	8.877E+01
79897.3607	8.857E+01
79912.02346	8.831E+01
79926.68622	8.800E+01
79941.34897	8.770E+01
79956.01173	8.751E+01
79970.67449	8.742E+01
79985.33724	8.729E+01
80000	8.712E+01
80014.66276	8.694E+01
80029.32551	8.679E+01
80043.98827	8.664E+01
80058.65103	8.644E+01
80073.31378	8.614E+01
80087.97654	8.575E+01
80102.6393	8.535E+01
80117.30205	8.502E+01
80131.96481	8.476E+01
80146.62757	8.453E+01
80161.29032	8.436E+01
80175.95308	8.429E+01
80190.61584	8.438E+01
80205.27859	8.453E+01
80219.94135	8.464E+01
80234.60411	8.464E+01
80249.26686	8.452E+01
80263.92962	8.436E+01
80278.59238	8.422E+01
80293.25513	8.414E+01
80307.91789	8.408E+01
80322.58065	8.396E+01
80337.2434	8.374E+01
80351.90616	8.350E+01
80366.56891	8.338E+01
80381.23167	8.336E+01
80395.89443	8.341E+01
80410.55718	8.350E+01
80425.21994	8.353E+01
80439.8827	8.346E+01
80454.54545	8.335E+01
80469.20821	8.328E+01
80483.87097	8.326E+01
80498.53372	8.325E+01
80513.19648	8.322E+01
80527.85924	8.316E+01
80542.52199	8.312E+01
80557.18475	8.312E+01
80571.84751	8.317E+01
80586.51026	8.327E+01
80601.17302	8.340E+01
80615.83578	8.355E+01
80630.49853	8.372E+01
80645.16129	8.388E+01
80659.82405	8.401E+01
80674.4868	8.405E+01
80689.14956	8.397E+01
80703.81232	8.382E+01
80718.47507	8.366E+01
80733.13783	8.354E+01
80747.80059	8.345E+01
80762.46334	8.338E+01
80777.1261	8.335E+01
80791.78886	8.337E+01
80806.45161	8.341E+01
80821.11437	8.344E+01
80835.77713	8.345E+01
80850.43988	8.336E+01
80865.10264	8.310E+01
80879.7654	8.282E+01
80894.42815	8.262E+01
80909.09091	8.253E+01
80923.75367	8.248E+01
80938.41642	8.240E+01
80953.07918	8.225E+01
80967.74194	8.208E+01
80982.40469	8.198E+01
80997.06745	8.195E+01
81011.73021	8.191E+01
81026.39296	8.185E+01
81041.05572	8.179E+01
81055.71848	8.179E+01
81070.38123	8.182E+01
81085.04399	8.185E+01
81099.70674	8.181E+01
81114.3695	8.169E+01
81129.03226	8.149E+01
81143.69501	8.125E+01
81158.35777	8.105E+01
81173.02053	8.090E+01
81187.68328	8.074E+01
81202.34604	8.057E+01
81217.0088	8.039E+01
81231.67155	8.027E+01
81246.33431	8.025E+01
81260.99707	8.036E+01
81275.65982	8.057E+01
81290.32258	8.085E+01
81304.98534	8.115E+01
81319.64809	8.142E+01
81334.31085	8.156E+01
81348.97361	8.160E+01
81363.63636	8.162E+01
81378.29912	8.154E+01
81392.96188	8.134E+01
81407.62463	8.104E+01
81422.28739	8.074E+01
81436.95015	8.050E+01
81451.6129	8.034E+01
81466.27566	8.021E+01
81480.93842	8.014E+01
81495.60117	8.016E+01
81510.26393	8.030E+01
81524.92669	8.051E+01
81539.58944	8.071E+01
81554.2522	8.089E+01
81568.91496	8.104E+01
81583.57771	8.109E+01
81598.24047	8.107E+01
81612.90323	8.102E+01
81627.56598	8.091E+01
81642.22874	8.072E+01
81656.8915	8.047E+01
81671.55425	8.027E+01
81686.21701	8.029E+01
81700.87977	8.044E+01
81715.54252	8.057E+01
81730.20528	8.060E+01
81744.86804	8.059E+01
81759.53079	8.064E+01
81774.19355	8.075E+01
81788.8563	8.088E+01
81803.51906	8.097E+01
81818.18182	8.097E+01
81832.84457	8.080E+01
81847.50733	8.052E+01
81862.17009	8.032E+01
81876.83284	8.023E+01
81891.4956	8.020E+01
81906.15836	8.012E+01
81920.82111	7.998E+01
81935.48387	7.983E+01
81950.14663	7.975E+01
81964.80938	7.977E+01
81979.47214	7.979E+01
81994.1349	7.971E+01
82008.79765	7.957E+01
82023.46041	7.938E+01
82038.12317	7.922E+01
82052.78592	7.910E+01
82067.44868	7.902E+01
82082.11144	7.890E+01
82096.77419	7.872E+01
82111.43695	7.854E+01
82126.09971	7.836E+01
82140.76246	7.817E+01
82155.42522	7.794E+01
82170.08798	7.772E+01
82184.75073	7.762E+01
82199.41349	7.762E+01
82214.07625	7.762E+01
82228.739	7.762E+01
82243.40176	7.761E+01
82258.06452	7.757E+01
82272.72727	7.743E+01
82287.39003	7.714E+01
82302.05279	7.677E+01
82316.71554	7.646E+01
82331.3783	7.625E+01
82346.04106	7.611E+01
82360.70381	7.595E+01
82375.36657	7.584E+01
82390.02933	7.585E+01
82404.69208	7.595E+01
82419.35484	7.607E+01
82434.0176	7.614E+01
82448.68035	7.614E+01
82463.34311	7.611E+01
82478.00587	7.609E+01
82492.66862	7.611E+01
82507.33138	7.613E+01
82521.99413	7.613E+01
82536.65689	7.607E+01
82551.31965	7.597E+01
82565.9824	7.581E+01
82580.64516	7.562E+01
82595.30792	7.542E+01
82609.97067	7.517E+01
82624.63343	7.488E+01
82639.29619	7.458E+01
82653.95894	7.446E+01
82668.6217	7.460E+01
82683.28446	7.482E+01
82697.94721	7.498E+01
82712.60997	7.504E+01
82727.27273	7.507E+01
82741.93548	7.517E+01
82756.59824	7.528E+01
82771.261	7.532E+01
82785.92375	7.522E+01
82800.58651	7.503E+01
82815.24927	7.485E+01
82829.91202	7.471E+01
82844.57478	7.462E+01
82859.23754	7.452E+01
82873.90029	7.440E+01
82888.56305	7.429E+01
82903.22581	7.423E+01
82917.88856	7.425E+01
82932.55132	7.441E+01
82947.21408	7.465E+01
82961.87683	7.483E+01
82976.53959	7.501E+01
82991.20235	7.525E+01
83005.8651	7.536E+01
83020.52786	7.521E+01
83035.19062	7.486E+01
83049.85337	7.449E+01
83064.51613	7.427E+01
83079.17889	7.410E+01
83093.84164	7.392E+01
83108.5044	7.382E+01
83123.16716	7.377E+01
83137.82991	7.365E+01
83152.49267	7.352E+01
83167.15543	7.345E+01
83181.81818	7.348E+01
83196.48094	7.356E+01
83211.1437	7.358E+01
83225.80645	7.350E+01
83240.46921	7.332E+01
83255.13196	7.302E+01
83269.79472	7.267E+01
83284.45748	7.244E+01
83299.12023	7.230E+01
83313.78299	7.210E+01
83328.44575	7.184E+01
83343.1085	7.154E+01
83357.77126	7.118E+01
83372.43402	7.082E+01
83387.09677	7.057E+01
83401.75953	7.045E+01
83416.42229	7.044E+01
83431.08504	7.038E+01
83445.7478	7.025E+01
83460.41056	7.014E+01
83475.07331	7.001E+01
83489.73607	6.975E+01
83504.39883	6.943E+01
83519.06158	6.903E+01
83533.72434	6.824E+01
83548.3871	6.722E+01
83563.04985	6.643E+01
83577.71261	6.616E+01
83592.37537	6.645E+01
83607.03812	6.703E+01
83621.70088	6.765E+01
83636.36364	6.816E+01
83651.02639	6.840E+01
83665.68915	6.830E+01
83680.35191	6.825E+01
83695.01466	6.839E+01
83709.67742	6.847E+01
83724.34018	6.844E+01
83739.00293	6.843E+01
83753.66569	6.852E+01
83768.32845	6.878E+01
83782.9912	6.931E+01
83797.65396	6.994E+01
83812.31672	7.041E+01
83826.97947	7.065E+01
83841.64223	7.070E+01
83856.30499	7.069E+01
83870.96774	7.074E+01
83885.6305	7.096E+01
83900.29326	7.133E+01
83914.95601	7.174E+01
83929.61877	7.208E+01
83944.28152	7.230E+01
83958.94428	7.247E+01
83973.60704	7.257E+01
83988.26979	7.254E+01
84002.93255	7.244E+01
84017.59531	7.233E+01
84032.25806	7.227E+01
84046.92082	7.223E+01
84061.58358	7.216E+01
84076.24633	7.203E+01
84090.90909	7.186E+01
84105.57185	7.164E+01
84120.2346	7.139E+01
84134.89736	7.108E+01
84149.56012	7.076E+01
84164.22287	7.047E+01
84178.88563	7.010E+01
84193.54839	6.955E+01
84208.21114	6.892E+01
84222.8739	6.824E+01
84237.53666	6.752E+01
84252.19941	6.678E+01
84266.86217	6.602E+01
84281.52493	6.528E+01
84296.18768	6.456E+01
84310.85044	6.389E+01
84325.5132	6.327E+01
84340.17595	6.273E+01
84354.83871	6.228E+01
84369.50147	6.194E+01
84384.16422	6.173E+01
84398.82698	6.166E+01
84413.48974	6.175E+01
84428.15249	6.201E+01
84442.81525	6.247E+01
84457.47801	6.314E+01
84472.14076	6.404E+01
84486.80352	6.516E+01
84501.46628	6.658E+01
84516.12903	6.826E+01
84530.79179	6.976E+01
84545.45455	7.086E+01
84560.1173	7.166E+01
84574.78006	7.217E+01
84589.44282	7.234E+01
84604.10557	7.228E+01
84618.76833	7.217E+01
84633.43109	7.220E+01
84648.09384	7.230E+01
84662.7566	7.218E+01
84677.41935	7.199E+01
84692.08211	7.196E+01
84706.74487	7.215E+01
84721.40762	7.261E+01
84736.07038	7.330E+01
84750.73314	7.396E+01
84765.39589	7.435E+01
84780.05865	7.461E+01
84794.72141	7.492E+01
84809.38416	7.527E+01
84824.04692	7.558E+01
84838.70968	7.574E+01
84853.37243	7.567E+01
84868.03519	7.535E+01
84882.69795	7.480E+01
84897.3607	7.415E+01
84912.02346	7.359E+01
84926.68622	7.322E+01
84941.34897	7.306E+01
84956.01173	7.298E+01
84970.67449	7.289E+01
84985.33724	7.277E+01
85000	7.261E+01
85014.66276	7.245E+01
85029.32551	7.253E+01
85043.98827	7.288E+01
85058.65103	7.313E+01
85073.31378	7.306E+01
85087.97654	7.264E+01
85102.6393	7.194E+01
85117.30205	7.114E+01
85131.96481	7.064E+01
85146.62757	7.054E+01
85161.29032	7.053E+01
85175.95308	7.039E+01
85190.61584	7.004E+01
85205.27859	6.974E+01
85219.94135	6.974E+01
85234.60411	7.012E+01
85249.26686	7.055E+01
85263.92962	7.056E+01
85278.59238	7.021E+01
85293.25513	6.970E+01
85307.91789	6.931E+01
85322.58065	6.915E+01
85337.2434	6.923E+01
85351.90616	6.938E+01
85366.56891	6.944E+01
85381.23167	6.947E+01
85395.89443	6.965E+01
85410.55718	7.025E+01
85425.21994	7.111E+01
85439.8827	7.189E+01
85454.54545	7.252E+01
85469.20821	7.298E+01
85483.87097	7.325E+01
85498.53372	7.340E+01
85513.19648	7.354E+01
85527.85924	7.366E+01
85542.52199	7.374E+01
85557.18475	7.372E+01
85571.84751	7.361E+01
85586.51026	7.349E+01
85601.17302	7.340E+01
85615.83578	7.333E+01
85630.49853	7.338E+01
85645.16129	7.355E+01
85659.82405	7.375E+01
85674.4868	7.396E+01
85689.14956	7.421E+01
85703.81232	7.437E+01
85718.47507	7.438E+01
85733.13783	7.439E+01
85747.80059	7.445E+01
85762.46334	7.453E+01
85777.1261	7.448E+01
85791.78886	7.415E+01
85806.45161	7.357E+01
85821.11437	7.301E+01
85835.77713	7.295E+01
85850.43988	7.347E+01
85865.10264	7.438E+01
85879.7654	7.541E+01
85894.42815	7.630E+01
85909.09091	7.690E+01
85923.75367	7.732E+01
85938.41642	7.781E+01
85953.07918	7.823E+01
85967.74194	7.835E+01
85982.40469	7.819E+01
85997.06745	7.783E+01
86011.73021	7.745E+01
86026.39296	7.708E+01
86041.05572	7.674E+01
86055.71848	7.659E+01
86070.38123	7.668E+01
86085.04399	7.693E+01
86099.70674	7.722E+01
86114.3695	7.745E+01
86129.03226	7.752E+01
86143.69501	7.742E+01
86158.35777	7.725E+01
86173.02053	7.695E+01
86187.68328	7.640E+01
86202.34604	7.581E+01
86217.0088	7.535E+01
86231.67155	7.477E+01
86246.33431	7.397E+01
86260.99707	7.311E+01
86275.65982	7.250E+01
86290.32258	7.236E+01
86304.98534	7.263E+01
86319.64809	7.317E+01
86334.31085	7.381E+01
86348.97361	7.438E+01
86363.63636	7.470E+01
86378.29912	7.489E+01
86392.96188	7.500E+01
86407.62463	7.488E+01
86422.28739	7.449E+01
86436.95015	7.396E+01
86451.6129	7.356E+01
86466.27566	7.348E+01
86480.93842	7.362E+01
86495.60117	7.384E+01
86510.26393	7.408E+01
86524.92669	7.436E+01
86539.58944	7.470E+01
86554.2522	7.499E+01
86568.91496	7.519E+01
86583.57771	7.541E+01
86598.24047	7.565E+01
86612.90323	7.581E+01
86627.56598	7.594E+01
86642.22874	7.608E+01
86656.8915	7.621E+01
86671.55425	7.630E+01
86686.21701	7.634E+01
86700.87977	7.635E+01
86715.54252	7.636E+01
86730.20528	7.636E+01
86744.86804	7.635E+01
86759.53079	7.633E+01
86774.19355	7.629E+01
86788.8563	7.621E+01
86803.51906	7.612E+01
86818.18182	7.607E+01
86832.84457	7.600E+01
86847.50733	7.590E+01
86862.17009	7.578E+01
86876.83284	7.570E+01
86891.4956	7.568E+01
86906.15836	7.571E+01
86920.82111	7.577E+01
86935.48387	7.589E+01
86950.14663	7.599E+01
86964.80938	7.599E+01
86979.47214	7.600E+01
86994.1349	7.606E+01
87008.79765	7.604E+01
87023.46041	7.591E+01
87038.12317	7.576E+01
87052.78592	7.563E+01
87067.44868	7.551E+01
87082.11144	7.540E+01
87096.77419	7.525E+01
87111.43695	7.499E+01
87126.09971	7.467E+01
87140.76246	7.441E+01
87155.42522	7.429E+01
87170.08798	7.428E+01
87184.75073	7.420E+01
87199.41349	7.403E+01
87214.07625	7.391E+01
87228.739	7.382E+01
87243.40176	7.375E+01
87258.06452	7.370E+01
87272.72727	7.360E+01
87287.39003	7.335E+01
87302.05279	7.302E+01
87316.71554	7.274E+01
87331.3783	7.241E+01
87346.04106	7.201E+01
87360.70381	7.156E+01
87375.36657	7.120E+01
87390.02933	7.099E+01
87404.69208	7.090E+01
87419.35484	7.090E+01
87434.0176	7.104E+01
87448.68035	7.137E+01
87463.34311	7.186E+01
87478.00587	7.229E+01
87492.66862	7.247E+01
87507.33138	7.249E+01
87521.99413	7.246E+01
87536.65689	7.248E+01
87551.31965	7.255E+01
87565.9824	7.266E+01
87580.64516	7.271E+01
87595.30792	7.275E+01
87609.97067	7.290E+01
87624.63343	7.312E+01
87639.29619	7.328E+01
87653.95894	7.341E+01
87668.6217	7.353E+01
87683.28446	7.352E+01
87697.94721	7.344E+01
87712.60997	7.346E+01
87727.27273	7.360E+01
87741.93548	7.377E+01
87756.59824	7.384E+01
87771.261	7.383E+01
87785.92375	7.395E+01
87800.58651	7.419E+01
87815.24927	7.444E+01
87829.91202	7.469E+01
87844.57478	7.490E+01
87859.23754	7.507E+01
87873.90029	7.524E+01
87888.56305	7.545E+01
87903.22581	7.567E+01
87917.88856	7.584E+01
87932.55132	7.586E+01
87947.21408	7.573E+01
87961.87683	7.556E+01
87976.53959	7.543E+01
87991.20235	7.536E+01
88005.8651	7.526E+01
88020.52786	7.510E+01
88035.19062	7.498E+01
88049.85337	7.490E+01
88064.51613	7.480E+01
88079.17889	7.476E+01
88093.84164	7.482E+01
88108.5044	7.490E+01
88123.16716	7.493E+01
88137.82991	7.489E+01
88152.49267	7.478E+01
88167.15543	7.458E+01
88181.81818	7.430E+01
88196.48094	7.399E+01
88211.1437	7.371E+01
88225.80645	7.346E+01
88240.46921	7.322E+01
88255.13196	7.299E+01
88269.79472	7.275E+01
88284.45748	7.249E+01
88299.12023	7.217E+01
88313.78299	7.184E+01
88328.44575	7.158E+01
88343.1085	7.145E+01
88357.77126	7.130E+01
88372.43402	7.099E+01
88387.09677	7.044E+01
88401.75953	6.995E+01
88416.42229	6.980E+01
88431.08504	6.986E+01
88445.7478	6.997E+01
88460.41056	7.007E+01
88475.07331	7.016E+01
88489.73607	7.025E+01
88504.39883	7.041E+01
88519.06158	7.065E+01
88533.72434	7.095E+01
88548.3871	7.123E+01
88563.04985	7.140E+01
88577.71261	7.148E+01
88592.37537	7.155E+01
88607.03812	7.162E+01
88621.70088	7.167E+01
88636.36364	7.168E+01
88651.02639	7.172E+01
88665.68915	7.190E+01
88680.35191	7.214E+01
88695.01466	7.238E+01
88709.67742	7.259E+01
88724.34018	7.279E+01
88739.00293	7.297E+01
88753.66569	7.312E+01
88768.32845	7.323E+01
88782.9912	7.328E+01
88797.65396	7.326E+01
88812.31672	7.316E+01
88826.97947	7.309E+01
88841.64223	7.310E+01
88856.30499	7.310E+01
88870.96774	7.302E+01
88885.6305	7.289E+01
88900.29326	7.274E+01
88914.95601	7.259E+01
88929.61877	7.253E+01
88944.28152	7.259E+01
88958.94428	7.269E+01
88973.60704	7.281E+01
88988.26979	7.293E+01
89002.93255	7.302E+01
89017.59531	7.309E+01
89032.25806	7.323E+01
89046.92082	7.343E+01
89061.58358	7.356E+01
89076.24633	7.355E+01
89090.90909	7.340E+01
89105.57185	7.325E+01
89120.2346	7.315E+01
89134.89736	7.300E+01
89149.56012	7.278E+01
89164.22287	7.254E+01
89178.88563	7.228E+01
89193.54839	7.206E+01
89208.21114	7.196E+01
89222.8739	7.195E+01
89237.53666	7.186E+01
89252.19941	7.172E+01
89266.86217	7.159E+01
89281.52493	7.153E+01
89296.18768	7.152E+01
89310.85044	7.147E+01
89325.5132	7.141E+01
89340.17595	7.140E+01
89354.83871	7.131E+01
89369.50147	7.111E+01
89384.16422	7.098E+01
89398.82698	7.097E+01
89413.48974	7.100E+01
89428.15249	7.095E+01
89442.81525	7.083E+01
89457.47801	7.083E+01
89472.14076	7.095E+01
89486.80352	7.101E+01
89501.46628	7.105E+01
89516.12903	7.118E+01
89530.79179	7.131E+01
89545.45455	7.141E+01
89560.1173	7.157E+01
89574.78006	7.179E+01
89589.44282	7.203E+01
89604.10557	7.222E+01
89618.76833	7.236E+01
89633.43109	7.253E+01
89648.09384	7.274E+01
89662.7566	7.294E+01
89677.41935	7.305E+01
89692.08211	7.305E+01
89706.74487	7.311E+01
89721.40762	7.326E+01
89736.07038	7.340E+01
89750.73314	7.349E+01
89765.39589	7.350E+01
89780.05865	7.350E+01
89794.72141	7.356E+01
89809.38416	7.374E+01
89824.04692	7.402E+01
89838.70968	7.427E+01
89853.37243	7.445E+01
89868.03519	7.451E+01
89882.69795	7.443E+01
89897.3607	7.431E+01
89912.02346	7.432E+01
89926.68622	7.437E+01
89941.34897	7.431E+01
89956.01173	7.418E+01
89970.67449	7.405E+01
89985.33724	7.400E+01
90000	7.398E+01
